datasets,spl,single_ans,conversations,answer,trg
comarg,sample,no relation,"I believe homosexuality is a perversion of a natural/original creation. The question is why?  I believe  lack of spirituality, hormonal influences and mutations are responsible for the original outcoming. Women no longer can find a good man to take his responsibilities as husband and father, and since women no longer need a man for financial support they are given up on looking for Mr. Right.  Men on the other hand , are more guilty in crime, as they have abandonned their purpose in order to follow lustful ways, just attend a gay pride parade and you know what I 'm talking about. I don't like what is being imposed on us by this gay movement. I believe all sexuality should be discrete, and yet they allow themselves to force their views and way of life trying to make it mainstream. If you don't feel comfortable with yourselves, coming out won't make you feel better or at least in the longterm..you want to make society say its ok so you don't feel what your doing is wrong.",['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,"It is proven that gay marriage can cause no harm. Divorce rates are lower with gay/lesbian couples due to the fact that they havent abused rights of marriage like straight couples have. It's not right to see a man and woman hate something they got into so easily when a man and a man or a woman and a woman can't even be together in holy matrimony yet feel so deeply for one another. It's the american peoples fault that marriage is going to hell, not just gay people.",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"It is proven that gay marriage can cause no harm. Divorce rates are lower with gay/lesbian couples due to the fact that they havent abused rights of marriage like straight couples have. It's not right to see a man and woman hate something they got into so easily when a man and a man or a woman and a woman can't even be together in holy matrimony yet feel so deeply for one another. It's the american peoples fault that marriage is going to hell, not just gay people.",['no relation'],Major world religions are against gay marriages
comarg,sample,no relation,I think that gay marriage should be allowed in every part of the world. If two people love eachother and want to be together forever then that should be it. Let them do it. The saying Love Is Love should be used. In the religious aspect of everything God says in the Bible that you should love everyone and treat them with kindness and compassion. So people who discriminate against the same sex wanting to be together are not Christians or do not believe in God. Places where they have same sex marriage banned are going to have chaos if they dont legalize it soon. I strongly believe that if two people love eachother then let them do what they want. If any oppurtuity comes up where love is shown then it's just making the world a more loving place.,['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"In America, there is a separation of church and state. That means that the people in charge CANNOT use religion in any of their laws/decisions. Believing in a religion is NOT required in America. Also, the under god in the pledge indicates a single god. What if you believe in many gods? What if you believe in an unbiased power? I believe in a god, however, I do not believe that under god needs to be in the pledge. If you are an atheist, you cannot pledge to a nation under god, because to you it does not exist. A theist however, can pledge to a nation. Don't you agree?",['no relation'],Likely to be seen as a state sanctioned condemnation of religion
comarg,sample,no relation,"The US has freedom of religion but was founded on Christian principles. It should be included as a reminder of that heritage. The further we remove ourselves from the principles of decency that comes with a Christian element, the further the US goes into the crapper. Our politicians have no code of ethics or if they do they don't follow it. Our society is in a free fall of morals. Do we really have to ask if Under God should be part of the allegiance to the US? If you are offended, I won't be offended if you leave. Don't let the door hit you on the ass on the way back home!",['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,"God says marriage is between a man and a woman Well I don't believe in God, i thought we lived in a free country.. God tells people to NOT have sex until marriage and more than 50 of people living in the United States do so, God says a lot of things THAT PEOPLE DO NOT FOLLOW. But same sex marriage is NOT something for God to decicde. We are humans need to be UNDERSTANDING because thats one thing God SAID TO BE. people are such hypocrites!!!",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"So much talk about discrimination and equal rights, religion and constitutional freedom when what this issue is about is right verses wrong. Is it wrong for a 45 year old man to have sex with a 10 year old boy? Or is that a personal choice that someone should be allowed to make? Is it wrong for a satanist to sacrifice animals in worship of Satan? Or should he have freedom to practice his religion? Is it wrong for two people to have homosexual intercourse (it was in the United States until 1970)? Or should the entire country be forced to accept it as normal, even honorable? Laws are about what we as a society value or consider to be wrong. A majority of the people in this country consider it to be wrong because deep down inside we all know it is not natural. Yet those who choose to practice it want to force all of the rest of us to honor them. That is what I think is wrong about legalizing gay marriage. Society should not be forced to accept everything everyone wants to do as natural. Yet this is the direction that gay marriage is taking us.",['no relation'],Major world religions are against gay marriages
comarg,sample,no relation,"OUr society will decline in numbers and will fail to sustain the economy; It will lead to even more bizarre forms of marriage possibilities - polygamy, with little children, with animals, nothing will be off the table of possibilities. It's proven kids need a male and female leader in the family. Men and women are made different - you can't replace one with a same gender person and have a healthy family.",['no relation'],"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology."
comarg,sample,no relation,"Denying an individual's fundamental rights not only goes against the Constitution, but also will be keeping many singles from finding true love.",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"All the pledge is basically saying is that alligiance is pledged to a countrie that was founded upon a divine ideology whereas all people have equal and unalienable. The pledge reads One nation, under God not One nation, where I believe in God. If that were the case, then there'd be some issues...",['no relation'],Implies ultimate power on the part of the state
comarg,sample,no relation,"Whether one is homosexual or heterosexual is not due to any learned response.  Both homosexuals and heterosexuals are what they are because nature made them so.  All persons should be treated as human beings. No person should be oppressed simply because that person is different or thinks differently than another person.  The real reason that some people want the14th Amendment repealed, is because treating people equally doesn't fit, Their  Freedom of Religion.  All humans, whether believers or non-believers, deserve the same treatment.  Churches that recognize homosexual marriage are excersing their Freedom of Religion just as much as Churches that do not recognize homosexual marriage.  The U. S.Constitution and several State Constitutions say both concepts are in fact protected Freedom of Religion, and cannot be expressed in a manner that makes one concept superior to the other.  Some of these Constitutions say this expressly, and some imply it through Construction and implication, which is a necessary and proper way to interpret all of those Constitutions.  Making homosexual marriage a moral issue makes it a to be of the Pharisees and Sadduccees that I must be 10 times more righteous than to get to the Kingdom of Heaven.",['no relation'],"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates"
comarg,sample,no relation,"I am 15. I'm in high school. I am not religious. I respect everyone's beliefs even if I disagree, however I do not force my beliefs on others, and I lose respect for someone else's opinion when they shove it in my face. I do not believe that God should be used in anything children are forced to memorize and blindly repeat. We are brainwashing our children. We need to teach them to think for themselves, not through the government. Also, children shouldn't be forced to pledge to a country. Teach the children to analyze their country when they are old enough then let THEM decide if they wish to pledge to their country. I for one am glad I live in America, but I am not proud of my country and don't want to pledge to it, let alone a god that I don't believe in. God may be real to some, but he is not real to me. I respect those that believe in God and they need to respect those that are different than them.",['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,"Absolutely, this is part of America, not to mention 76-80% of U.S. citizens are Christian and believe in God.",['no relation'],Implies ultimate power on the part of the state
comarg,sample,no relation,"The fact is religious beliefs are not a valid source for making law. When the Founders wrote the nation's Constitution, they specified that no religious test shall ever be required as a qualification to any office or public trust under the United States. (Article 6, section 3) This provision was radical in its day-- giving equal citizenship to believers and non-believers alike. They wanted to ensure that no religion could make the claim of being the official, national religion, such as England had.  No individual or congregation will have to give up their beliefs by allow homosexuals to marry. If a church does not want to marry homosexuals then they NEVER have to. Having separate terms, marriage for heterosexuals and civil unions for homosexuals will only open the door for segregation on paper. Examples would be gays paying more in tax or health insurance policies, approval or denial of access to partners benefits like SS, disability. Separate is NOT equal!",['no relation'],Marriage should be between a man and a woman
comarg,sample,no relation,"America was most definitely NOT founded on religion, let alone monotheism. Every argument I have ever heard supporting religious reference in the Pledge has been, quite frankly, nonsensical. We're a secular nation, so we should have a secular Pledge.",['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,"No.  Those words were intentionally left out by the Founders of this Nation and not inserted until the 1950's, I believe.  By inserting those words, we breach the separation of church and state, ostracize citizens who don't believe in a god, and essentially turn this into a 'Christian' nation.  The colonists emigrated from their homelands to get away from religious persecution and 'religious slavery'.  The words under God were intentionally left out, wrongfully inserted, and should be removed to return us to the American way.",['no relation'],Implies ultimate power on the part of the state
comarg,sample,no relation,It is disgusting that people argue for this. You are wrong when you say our country was based on Christianity and the ten commandments. You are wrong when you say the founding fathers wanted it to be this way. When you argue that Under God should stay in the pledge you are arguing in defense of religious indoctrination and theocratic values.,['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,"I believe that since this country was founded under God why should we take that out of the pledge? Men and women have fought and gave their lives for this country, so that way we can have freedom and be able to have God in our lives. And since this country was founded under God and the Ten Commandments in mind, it needs to stay in. If it offends you well I am sorry but get out of this country!",['no relation'],Removing under god would promote religious tolerance
comarg,sample,no relation,"Whether or not under God was initially meant to mean the Christian God or not, it should not be considered offensive. Though I have grown up in a Christian household, the pledge has never been more to me about God than it is about my allegiance to the State. The phrase 'under God' should not be taken as more than a simple 'common good.' Despite what is heard from radicals and extremists about God's wrath, the majority of world consensus that has any understanding of the word 'God' from the Christian sense is that God is commonly good and supports that which is for the common good of society. So to me as a Christian, the phrase 'under God' is a poetic way of stating 'for the common good.'",['no relation'],Under God  is part of American tradition and history
comarg,sample,no relation,People put to much emphasis on this. I am a black man whose people have been fighting for equal rights for more than 200 years now and yes we have made strides as a nation but nothing to suggest that i am equal to my fellow white man but yet people in support of this want to be equal only after 40 years. My faith and i strongly believe that it marriage is between only a man and a women but that's just my opinion but i am now a king so i cant force my beliefs on anyone. honestly in the future i do believe that they way America is becoming more open minded to things that gay marriage will be legal but if it doesn't happen right now don't cry wolf and throw a fit your time is coming just not now.,['no relation'],"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates"
comarg,sample,no relation,"Public support of marriage is originally for the purpose of raising of children, not supporting adult hedonism and licentiousness. Why should public resources support typical LGBTQ behaviors such as sodomy, abortion, disease proliferation, and pornography? Why should the public support any LGBTQ Diversity schemes? LGBTQ are well known leaders of abortion on demand. It is fairly ridiculous to grant a marriage license, originally public support for raising children, to people that promote infanticide. With all of the recent news of homosexual child molestation and multi-drug resistant diseses associated with HIV infection, it makes zero sense to support LGBTQ behaviors. The public puts prostitutes in jail for doing less vile things than LGBTQ. Why grant a license for licentiousness?",['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",['no relation'],Under God  is part of American tradition and history
comarg,sample,no relation,Marriage is a Civil Contract ergo not a matter for Religious interpretation.  Matrimony is the name given by Religion to Marriage as Sacrament and each Religion has a right to define its nature within the structure of said Religion or Church.  I am of the opinion that any Church or Church related organization which affects the outcome of a Civil Matter needs to be treated by the Judicial System as a breach of their Tax Free status and a violation of the separation of  Church and State.  The Civil matters and Institutions of this Country cannot be ruled by any Taliban of whatever Religious inclination. We are still teaching children in school that it was in search of Religious Freedom that this Country was founded and setteled.,['no relation'],Marriage should be between a man and a woman
comarg,sample,no relation,"It's a human right, not a heterosexual privilege.   The full faith and credit clause of our Constitution states that if one state makes a law, other states have to recognize it. It's kind of like having a driver's license in IL then going to WI, it's valid and just the same. So, in theory if one state legalizes gay marriage and the couples disperse throughout the U.S. every state SHOULD recognize it. I cannot wait until states start losing federal funding over this. It reminds me of the struggles the African Americans went through ( I'm not using that to lessen the intensity but to serve as a comparison.) The whole state's rights issue is surfacing again and it will be interesting to see how our government handles it. Hopefully we don't have the same bigots and hateful people in office so things can fall into place. Separate the church and the state. Marriage has been seen in more recent times as a religious term, even given to atheists. And if all sin is the same in the eyes of god, why is it any different giving homosexuals the ability to use that term? Legalizing gay marriage would increase revenue, stop legal discrimination against the newly created and heavily ostracized minority and enable love to flourish.",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"This same sex marriage term is destroying the true MEANING of marriage. Did you guys know that gay couples are actually prone to get more diseases than non-gay couples..?...so just take a chance and look at the future after 20 years, the population of this world will soon decrease. SO...WHY destroy the meaning of marriage when you guys know that it WILL lead into disaster later on in the future. And even IF you're born gay...I would definitely encourage you (with all due respect) to use your brains and   take pills to decrease or increase your no. of hormones. Being gay can seriously destroy the whole concept and the TRUE meaning of marriage. Can you produce your OWN biological babies on your own if youre married with the same sex person?..OF course you CAN'T!.. and even if you adopted a kid...well you should understand and consider how she/he would feel, having gay parents. So please, with all due respect...see the future before you make any progress now..before it's too late.",['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,"The so-called Under God part wasn't in the constitution until 1954 or so, when the fear of communism was around. Nothing more, and it is absurd that they put it in there to begin with, especially since there are people who don't believe, and don't care about that. Why Eisenhower did that, no idea, but I bet he didn't believe it either, it was more for purposes of propaganda, when in reality, it was a sham. As far as the constitution goes, it was put in, but people are too afraid to revert to the original. And for those who don't believe, why force it into their vocabulary, right? It would be best to let the PERSON decide if they want to say that part. It doesn't matter if you are a believer or not, since this is the land of the free, we have the right to say under god, or not to. The people should make the choice to say under god, or under the nation, or the USA. After all, our founding fathers left their country, because they wanted freedom. Shouldn't freedom be on ALL levels? If so, then we shouldn't worry about something as trivial as putting under god in the pledge. It is a choice to say under god or not.",['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,"In light of our recent celebration of Mother's Day, think about all of the children who can't say Happy Mother's Day, either because of the lack of a mom, or even more pressing, the lack of child. It is not illogical that man + man = no offspring. I agree with a large consensus of people, everyone deserves the right to love who they want; but when did men start loving men? It is a distortion of what real love is. God made a woman for a man. It was never, and I say this with utmost sincerity, Adam and Steve. And maybe you are an evolutionist or a big bang theorist (not sure of the technical name), but that still doesn't subtract from the age-old truth that, no matter how we got here, it has always been a man and a woman in holy matrimony until more recent centuries where people have slowly started distorting this reality in favor of something contemporary and new, like gay marriage.",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"Hell to the No.  Marriage has always been defined as the union of a man and a woman.  Gays can have something, just something else.",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"God belongs in church and not in our government, courts or schools. We need to stop using the bible to swear in govenment officials, we need to remove god from our currency and from the pledge. Why, because God has no place in any of them. People claim that yes, children have the right to refrain from saying the pledge in school or ommit the words under god, but children are not capable of makin a decision on what to them seems like an obligation, which is to stand and recite the pledge. I am an adult and I still feel strange to stand there and not recite when the rest of them do. It feels like you are being forced to do something you don't want to do.",['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,gay marriage is a hate crime,['no relation'],Marriage should be between a man and a woman
comarg,sample,no relation,"I am pro because I believe, not only should heterosexual couples have the right to get married, but so should homosexual couples. this is partially a biast opinion, but it is an opinion none the less. One day, I would like to be able to marry my girlfriend. It's my right as a human being to marry whoever I want to as long as there is consent. To tell me otherwise is to take away my 14th amendment right. 'Equal protection of the law. Homosexuality is found in over 1500 species. Yet, homophobia is only found in 1. Tell me, which is the one that's not natural now?",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"why cant gays get married? why cant they be happy like everyone else in the twisted world? sure, you dont need marriage to be happy together but dont you find it wrong that straights can and they cant?  USA, country of the free. no. clearly it is not. if you are free you should not be held back because of someone elses decision. i mean, why are gays treated so differently from straights? they're human too. they have the same feelings and deserve the same happiness.",['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,it is unconstitutional to take away someones rights just because they are different. i potition that all states let homosexual marrages be legal.,['no relation'],"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates"
comarg,sample,no relation,"It's giving a point of Christianity. I believe in God myself but I don't see the reason of stating God in our nations anthem. Many Americans want to show their full AMERICAN spirit, but some people just don't believe in God. This country is of religious rights, giving us the right to believe in what we believe but shouldn't we get to say it in such a big deal as the national anthem?",['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,I have a question....isn't america supposed to have seperation of church and state?  Just because SOME (yes not all)  Christians believe it is wrong does not mean those beliefs can be enforced on this entire nation!!!!!  Also if marraige is really only important for procreation...then shoudn't infertile marraiges be illegal?  Yes ridicoulous!!  And If a child supposedely needs both a mother and a father to ever be successful in this world....then why don't we ban single parents??  And it's not like there are poor starving homeless children out there...or children in orphanages that need to be adopted......and it's not like children are being born every day...Everyone needs to procreate or they are useless and WE NEED more children.....Yes I'm the queen of sarcasm.  But really I hope for a day when this whole country wakes the heck up and allows people to marry whoever they love....seriously only 10% of people are gay so it's not like we would loose our population because of it.  Gay people deserve all the rights in this Free Country.  Being Gay Is NOT a choice.  No one would choose to have a life where you are constantly descriminated against just by being who you are and where you are denyed rights to marraige.,['no relation'],"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates"
comarg,sample,no relation,"The bible argument is invalid. There ARE gay couples in the bible, in fact.  I am distressed for thee, my brother Jonathan: very pleasant hast thou been unto me: thy love to me was wonderful, passing the love of women.",['no relation'],"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates"
comarg,sample,no relation,"It is offensive to those who don't believe in god. There are many people who believe in no god or different types of gods. The founding fathers specifically made a godless constitution and keeping god out of government it essential. Religion has a habit of incorporating cult activities and hatred for others outside their click. I also believe it was in 1948 that Louis bowman inserted, under God And then Eisenhower made it official in 1954. If I am not mistaken it was in response to the perceived threat of communism. The Christian Reich is constantly trying to state that the us was founded on their principles when it was not. In fact, the Christian clergy was dead set against Thomas Jefferson because of his views and statements on Christians. I think it was Thomas Paine who people called the father of the American revolution? Until he wrote a book on his beliefs of deism criticizing Christians. I believe it was called age of reason. Anyway after that Christians in their usual clickish way ostracized him and he died as an outcast. He was an extremely brilliant man. Just goes to show you why so many free thinkers crafted the constitution",['no relation'],Likely to be seen as a state sanctioned condemnation of religion
comarg,sample,no relation,I am against gay marriage because if god would have wanted he would have created man and man or woman and woman to be married not Adam and Eve. If they want to be together that is fine but married and with kids i don't think so. But that is my opinion and please respect it.,['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,"I'm con actually not because I think government shouldn't allow it, but I think government should be out of marriage, period.  I believe it is immoral and wrong, but I can't hold others not of my faith to my standards.  I believe that's wrong as well.  I don't see marriage as a right.  I see it as a privilege.  I see it as a social status; a proclamation to the world and society that two people are coming together to start a family and/or love and cherish each other, not to file taxes together.  As nice as it is to be able to file taxes together, it's not far to those gays and lesbians who can't get married, and it's not fair to single people who haven't had any luck finding that right person.  I think government should stay out of marriage and let US decide who we want to commit to.  Just my two cents.  Not saying ya'll are wrong for supporting it.  Just as I'm entitled to my opinion, you are all entitle to your own as well.",['no relation'],"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology."
comarg,sample,no relation,This country was founded on God. To take out his name in the pledge of allegiance. If you dont like it then dont say it,['no relation'],Removing under god would promote religious tolerance
comarg,sample,no relation,"Since it is a governmental thing, then no.  I'm OK with it being there, though.  It's a bit of a trivial matter.  Where does NBC get of censoring what was supposed to be a newscast?",['no relation'],Under God  is part of American tradition and history
comarg,sample,no relation,"The words Under God shouldn't be in the pledge because although we are one nation, not everybody wants to be under  god and not everybody believes in god. This goes against the constitution and forces religion on the citizens.",['no relation'],Implies ultimate power on the part of the state
comarg,sample,no relation,Gay marriage should not be legal because homosexuality cannot produce children.  Heterosexual marriage is an institution in which two individuals can safely engage in an healthy and fulfilling relationship and have children.  Heterosexual marriage demands respect because of the offspring that is produced from it.  Homosexuality is considered risky behavior and cannot produce offspring and should not be considered with the same respect.,['no relation'],"Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates"
comarg,sample,no relation,"America was most definitely NOT founded on religion, let alone monotheism. Every argument I have ever heard supporting religious reference in the Pledge has been, quite frankly, nonsensical. We're a secular nation, so we should have a secular Pledge.",['no relation'],Implies ultimate power on the part of the state
comarg,sample,no relation,"Absolutely not, faith in a God should be completely personal. There should never be anything, i.e. money, constitution, pledge etc that has God anywhere on it. Faith is a choice, atheisim or being agnostic is a choice. I shouldn't have to believe in god, just as you shouldn't have to not believe in god. And I shouldn't be forced to say it in a pledge or see it in the constitution or see it on every dollar bill. To me the idea of God is ridiculous, but to the faithful he is real. Either way, this is completely personal and a personal choice. It's called freedom.",['no relation'],Under God  is part of American tradition and history
comarg,sample,no relation,I am pro because homosexuals should have the same rights as heterosexuals.  The institution of marriage is not being ruined by homosexuals it is ruined by the fact we can now go to vegas get drunk go through a drive through and be married then sober up in the morning and make it go away.  This is being done too often and that is the downfall of the institution itself not a loving couple no matter if it is a man and man a woman and woman or a man and a woman being married.,['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"If you go up to an al-queda member and say Hey you, God doesn't exist. Your bombing buddies died for nothing and you stand for nothing, you'll get killed. Since the Holocausts, no one really wants to try to make fun of Jewish people or do anything to offend them in general. Not that they don't have a good reason, as it was a terrible thing. So we link this statement with the Christian God. However, when you say this, you are mocking Jews and Muslims as if their belief of God is inferior and not a threat to be dealt with. Seperation of church and state. Hey buddy, WHICH ONE! Why do we not act like the God said isn't one respected by all other religions. Athesism is not a religion, it is the absence of religion. Therefore, in no way is this a violation of the first Amendment as it includes all religions. Even polytheistic religions believe that their gods come together to form God.",['no relation'],Removing under god would promote religious tolerance
comarg,sample,no relation,"It should remain the way it is just because this nation wouldn't be as successful without God. Taking Him out of our daily lives would cause us to lose our blessings. I say we're already losing a lot of the blessings we had just because politics are trying so hard to take God off of everything we do, whether it's at school, work, or in public.",['no relation'],Removing under god would promote religious tolerance
comarg,sample,no relation,"the separation between church and state keeps america from becoming like one of those crazy theocracies (such as in the middle east, like Iran) As such it would be best if the under God is removed.",['no relation'],Implies ultimate power on the part of the state
comarg,sample,no relation,"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people would'nt exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.",['no relation'],Gay couples should be able to take advantage of the fiscal and legal benefits of marriage
comarg,sample,no relation,"i say Yes, because the whole pledge rests on a foundation of Contradictions &amp; Hypocrisy anyways.  The phrase under God is barely significant at best.  As evidenced by the number of comments on this question, compared to the number of comments on the question of, Should marijuana be a medical option?  There is a school of thought or ideology that says, White European Men are superior in that they know more, they know the answer, and thats the way it is.  Those people may call the United States a Christian nation, but the truth is that the era of white male dominance, exemplified in the system of corporations that has grown to encompass the world, is on the descent.  Look to the current politics of the Latin Americas for an indigenous perspective, and you will see that the historical White Male Superiority perspective is not the only way.",['no relation'],Under God  is part of American tradition and history
comarg,sample,no relation,"California voters have twice affirmed the self-evident fact that marriage is only for one man and one woman when they approved Proposition 22 in 2000 and Proposition 8 in 2008. But in the end, the truth isn't based on votes or opinion polls or mere feelings. When it comes to real marriage, human physiology clearly shows that a man and a woman are physically designed to fit together. Science continues to show that there is no gay gene therefore no special rights or laws are justified for those who engage in homosexual behavior. And study after study continues to affirm that the best environment for a child to be raised is with a married father and mother living under the same roof. Government schools and the entertainment media have done a powerful job of teaching moral relativism ad nauseam, while avoiding the teaching of real science and biology on this matter. And with no rigorous critical thinking taught in public schools, it's not surprising that the younger generation is confused about sexual absolutes and numb to societal consequences. The truth has always been, and will always remain, no matter what any law says, that if you don't have one man and one woman, you don't have real marriage.",['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,"I do not think homosexuals should have any special law. Why should they have more rights than I do? We both have the same rights, but still they want society to grant them a unique legislation in order to do what they WANT, And this is not like racial equality laws. Homos are homos because they WANT to. No special laws for anyone.",['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,"The United States of America has been and still is a nation under God.  As a nation, we would not have enjoyed the freedom that we have had if it were not for God and those who believe in someone greater than themselves.  We pray and seek guidance from God for our leaders, neighbors, families, friends and yes, even our enemies.   We, as human beings are not perfect, yet, we can continue to strive to improve ourselves and our neighbors, through unconditional love along with a strong belief in God.  Americans should never forget that God has blessed us abundantly, but we could lose everything when we begin to believe that we did it on our own.  Should that happen, it would be a sad commentary.  We can learn from other nations and people, who left God out of their lives or erased God from their memories.  I'm not sure what NBC was thinking when they had children reciting the Pledge of Allegiance as a version minus under God. Since when do we practice such misuse of the airwaves by offering an incorrect version of our Pledge of Allegiance?  What message does that send to our children, who are the future leaders of this nation.  We must retain under God in our pledge of allegiance!",['no relation'],Likely to be seen as a state sanctioned condemnation of religion
comarg,sample,no relation,There isnt anything wrong with being gay it isnt a choice its what you truly are noyone will force anyone to be gay. Most of the time people become gay due to rape or bullying which is something that needs to stop bullying is a big controversial issue in this state. Same sex marriage should be legalized everyone has the right to marry who they love. For example if u were straight and you could never marry your lover wouldnt that bother you too you would do the exactly same thing the other gay protestants are doing. If gay mariages are legal all over the world there will always be love and peace too go around maybe less crime all gays are trying to show you can marry anyone you love man or woman. This might interfere with the constitutional rights but the constitution does say that all the people have rights and liberty. Which means that same sex marriage can be legal and should be due to the process of law. Gay marriages will be legal it will make a change in this world its just the peoples choice to accept this change.,['no relation'],Major world religions are against gay marriages
comarg,sample,no relation,"God has ordained the concept of government; read your Bible.  Our nation was founded because people wanted to further God's word and honor Him.  Read the May Flower Compact, the original one, not the one that this culture has re-written.  We as a nation have strayed far away from God and are re-writing history, writing God out of it.   We as a nation need to take heed, come back to our founding principals before it is too late and God removes our lampstand (Revelations chapters 2  3).",['no relation'],Likely to be seen as a state sanctioned condemnation of religion
comarg,sample,no relation,"The pledge was written by a Baptist minister, who was also a socialist, in 1892. It was intended as a pledge of loyalty to the symbol of the United States and, therefore, the nation it represents. It included the notion that those who pledge are united in their respect for and support of the country. Adding under God indicates the person is also expressing loyalty to God as well, thus seriously diminishing the intent and impact of the original document. It certainly undermines the indivisible part. What's most important, is to do everything possible to ensure our government is secular. The Bush years have given us a glimpse of just how damaging a faith-based government can be.",['no relation'],Implies ultimate power on the part of the state
comarg,sample,no relation,"To say that allowing gay marriage will eventually lead to allowing people to marry animals is ridiculous. For one, people are people, no matter what the sexual preference. And animals wouldn't even be able to sign marriage papers! Many say that it is unnatural. So are the clothes you wear, and most of the things you use in every day life. Some say that it's against their religion. Getting mad at someone for going against your religion is like getting upset with someone for eating a donut because you're on a diet. The Bible bans shaving, gossip, football, mixing fabrics, eating pork and lobster, and so many other things. You can't just pick and choose what to follow. Another argument would be that children need a mother and father. What about all the single parents that raise their kids? Yes, only a man and woman can reproduce, but some marriages that isn't an option. Should we ban infertile and elderly marriages too? And allowing gay marriage won't turn anyone gay just like being around tall people doesn't make you grow. The bottom line is that everyone deserves to be treated equal and fair. Gay marriage will not harm anyone, and there isn't ONE valid argument against it.",['no relation'],Gay couples can declare their union without resort to marriage
comarg,sample,no relation,"Yes, Under god should certainly be in the Pledge. This was a christian nation when we started. Most people misinterpret the phrase freedom of religion. Back then there was only one religion and that was christian so freedom of christian religion to be catholic baptist etc...  Think people It is mandatory.",['no relation'],America is based on democracy and the pledge should reflect the belief of the American majority.
comarg,sample,no relation,"first let me say that our government should make no laws for nor against our bedroom preferences. This should never be a legal matter. I will soon be celebrating the 25th year of my SACRED wedding vows. Gay marrige is NOT sacerd.   Marriage is an institution for building families, and not for the soul purpose of tax credits or bed room choices.Ggay marriage is no more legitement than a pedifile wanting to marry a 10 yr. boy.  I have no problem with homosexuality,nor love of all human kind, but bed room choices are best left to the ideals of each individual and not the misgivings of politians.I do not think that homosexuals fully understand  that if it were not for their hetrosexual mother AND father that they would not even exist to create this discusion.  If you choose to be gay thats fine with me, Just don`t belittle my 24 yr wedding vows by forcing your opions on me.",['no relation'],Gay couples can declare their union without resort to marriage
